(1, 42, c1)
(2, 59, c1)
(3, 48, c1)
(4, 44, c1)
(5, 51, c1)
(7, 52, c1)
(8, 26, c1)
(6, 63, c1)
(9, 43, c1)
(13, 38, c1)
(12, 65, c1)
(14, 40, c1)
(15, 42, c1)
(16, 54, c1)
(17, 65, c1)
(19, 32, c1)
(23, 55, c1)
(22, 34, c1)
(24, 46, c1)
(25, 50, c1)
(20, 27, c1)
(26, 62, c1)
(18, 36, c1)
(28, 68, c1)
(30, 44, c1)
(31, 46, c1)
(33, 56, c1)
(34, 55, c1)
(35, 35, c1)
(37, 58, c1)
(36, 42, c1)
(38, 45, c1)
(40, 52, c1)
(41, 47, c1)
(42, 57, c1)
(43, 54, c1)
(48, 12, c1)
(46, 56, c1)
(47, 52, c1)
(49, 50, c1)
(50, 53, c1)
(52, 62, c1)
(53, 55, c1)
(54, 44, c1)
(55, 40, c1)
(51, 51, c1)
(56, 58, c1)
(58, 57, c1)
(61, 38, c1)
(60, 45, c1)
(65, 41, c1)
(67, 45, c1)
(59, 42, c1)
(69, 54, c1)
(70, 50, c1)
(62, 48, c1)
(63, 52, c1)
(64, 46, c1)
(71, 41, c1)
(72, 51, c1)
(73, 62, c1)
(74, 53, c1)
(75, 38, c1)
(68, 26, c1)
(80, 38, c1)
(82, 58, c1)
(77, 62, c1)
(79, 45, c1)
(78, 41, c1)
(83, 44, c2)
(84, 53, c2)
(86, 37, c2)
(88, 40, c2)
(87, 35, c2)
(90, 47, c2)
(91, 53, c2)
(93, 68, c2)
(94, 34, c2)
(97, 44, c2)
(96, 43, c2)
(98, 31, c2)
(99, 59, c2)
(95, 51, c2)
(100, 47, c2)
(101, 52, c2)
(105, 49, c2)
(106, 44, c2)
(107, 51, c2)
(108, 55, c2)
(102, 59, c2)
(103, 65, c2)
(113, 75, c2)
(115, 59, c2)
(116, 54, c2)
(119, 76, c2)
(110, 37, c2)
(117, 59, c2)
(122, 52, c2)
(120, 47, c2)
(121, 41, c2)
(114, 33, c2)
(126, 45, c2)
(124, 48, c2)
(127, 43, c2)
(125, 57, c2)
(131, 32, c2)
(132, 48, c2)
(123, 52, c2)
(133, 25, c2)
(134, 48, c2)
(135, 50, c2)
(136, 52, c2)
(128, 47, c2)
(130, 44, c2)
(140, 62, c2)
(139, 41, c2)
(137, 59, c2)
(138, 38, c2)
(141, 64, c2)
(147, 54, c2)
(142, 40, c2)
(144, 49, c2)
(148, 42, c2)
(143, 44, c2)
(153, 51, c2)
(151, 52, c2)
(152, 67, c2)
(146, 69, c2)
(159, 41, c2)
(154, 43, c2)
(156, 43, c2)
(163, 30, c2)
(161, 47, c2)
(162, 42, c2)
(166, 54, c2)
(164, 53, c2)
(165, 49, c2)
(158, 21, c2)
(167, 42, c2)
(168, 48, c2)
(157, 49, c2)
(89, 54, c2)
(171, 50, c2)
(174, 51, c2)
(172, 57, c2)
(176, 38, c2)
(175, 53, c2)
(177, 57, c3)
(181, 50, c3)
(179, 47, c3)
(180, 53, c3)
(182, 56, c3)
(183, 54, c3)
(184, 45, c3)
(185, 66, c3)
(186, 60, c3)
(195, 60, c3)
(189, 37, c3)
(190, 37, c3)
(191, 62, c3)
(192, 60, c3)
(193, 57, c3)
(201, 52, c3)
(196, 64, c3)
(202, 66, c3)
(197, 61, c3)
(198, 48, c3)
(204, 44, c3)
(200, 42, c3)
(203, 48, c3)
(205, 55, c3)
(206, 51, c3)
(208, 50, c3)
(209, 49, c3)
(212, 58, c3)
(215, 44, c3)
(216, 30, c3)
(211, 38, c3)
(218, 53, c3)
(213, 39, c3)
(219, 65, c3)
(223, 57, c3)
(220, 43, c3)
(221, 47, c3)
(226, 49, c3)
(188, 46, c3)
(187, 31, c3)
(227, 59, c3)
(229, 50, c3)
(194, 35, c3)
(233, 37, c3)
(230, 55, c3)
(231, 45, c3)
